GYD,Azerbaijan,NBC,Russia
EWR,United States,AUA,Aruba
EWR,United States,BCN,Spain
EWR,United States,BDA,Bermuda
EWR,United States,BFS,United Kingdom
EWR,United States,BHX,United Kingdom
EWR,United States,BOG,Colombia
EWR,United States,BOM,India
EWR,United States,BON,Netherlands Antilles
EWR,United States,BQN,Puerto Rico
EWR,United States,BRU,Belgium
EWR,United States,BZE,Belize
EWR,United States,CDG,France
EWR,United States,CUN,Mexico
EWR,United States,DEL,India
EWR,United States,DUB,Ireland
EWR,United States,DUS,Germany
EWR,United States,EDI,United Kingdom
EWR,United States,FCO,Italy
EWR,United States,FRA,Germany
EWR,United States,GCM,Cayman Islands
EWR,United States,GLA,United Kingdom
EWR,United States,GRU,Brazil
EWR,United States,GUA,Guatemala
EWR,United States,GVA,Switzerland
EWR,United States,HAM,Germany
EWR,United States,HKG,Hong Kong
EWR,United States,LHR,United Kingdom
EWR,United States,LIM,Peru
EWR,United States,LIR,Costa Rica
EWR,United States,LIS,Portugal
EWR,United States,MAD,Spain
EWR,United States,MAN,United Kingdom
EWR,United States,MBJ,Jamaica
EWR,United States,MEX,Mexico
EWR,United States,MUC,Germany
EWR,United States,MXP,Italy
EWR,United States,NAS,Bahamas
EWR,United States,NRT,Japan
EWR,United States,OSL,Norway
EWR,United States,PEK,China
EWR,United States,PLS,Turks and Caicos Islands
EWR,United States,POP,Dominican Republic
EWR,United States,POS,Trinidad and Tobago
EWR,United States,PTY,Panama
EWR,United States,PUJ,Dominican Republic
EWR,United States,PVG,China
EWR,United States,PVR,Mexico
EWR,United States,SAL,El Salvador
EWR,United States,SAP,Honduras
EWR,United States,SDQ,Dominican Republic
EWR,United States,SJD,Mexico
EWR,United States,SJO,Costa Rica
EWR,United States,SJU,Puerto Rico
EWR,United States,SNN,Ireland
EWR,United States,STR,Germany
EWR,United States,STT,Virgin Islands
EWR,United States,SXM,Netherlands Antilles
EWR,United States,TLV,Israel
EWR,United States,TXL,Germany
EWR,United States,UVF,Saint Lucia
EWR,United States,YEG,Canada
EWR,United States,YHZ,Canada
EWR,United States,YOW,Canada
EWR,United States,YQB,Canada
EWR,United States,YQM,Canada
EWR,United States,YUL,Canada
EWR,United States,YVR,Canada
EWR,United States,YYT,Canada
EWR,United States,YYZ,Canada
EWR,United States,ZRH,Switzerland
EZE,Argentina,IAH,United States
FCO,Italy,EWR,United States
FCO,Italy,IAD,United States
FIH,Congo (Kinshasa),BRU,Belgium
FIH,Congo (Kinshasa),DLA,Cameroon
FLL,United States,BIM,Bahamas
FLL,United States,ELH,Bahamas
FLL,United States,FPO,Bahamas
FLL,United States,GGT,Bahamas
FLL,United States,GHB,Bahamas
FLL,United States,MHH,Bahamas
FLL,United States,TCB,Bahamas
FNA,Sierra Leone,ROB,Liberia
FPO,Bahamas,FLL,United States
FRA,Germany,ATL,United States
FRA,Germany,AUH,United Arab Emirates
FRA,Germany,BOS,United States
FRA,Germany,DEN,United States
FRA,Germany,DFW,United States
FRA,Germany,DOH,Qatar
FRA,Germany,DTW,United States
FRA,Germany,EWR,United States
FRA,Germany,GYD,Azerbaijan
FRA,Germany,IAD,United States
FRA,Germany,IAH,United States
FRA,Germany,JED,Saudi Arabia
FRA,Germany,JFK,United States
FRA,Germany,LAX,United States
FRA,Germany,LOS,Nigeria
FRA,Germany,MCO,United States
FRA,Germany,MIA,United States
FRA,Germany,ORD,United States
FRA,Germany,SEA,United States
FRA,Germany,SFO,United States
FRA,Germany,TSE,Kazakhstan
FUK,Japan,GUM,Guam
GCM,Cayman Islands,EWR,United States
GCM,Cayman Islands,IAD,United States
GCM,Cayman Islands,IAH,United States
GDL,Mexico,IAH,United States
GDL,Mexico,LAX,United States
GDL,Mexico,SFO,United States
GGT,Bahamas,FLL,United States
GHB,Bahamas,FLL,United States
GIG,Brazil,IAH,United States
GLA,United Kingdom,EWR,United States
GRU,Brazil,EWR,United States
GRU,Brazil,IAD,United States
GRU,Brazil,IAH,United States
GRU,Brazil,ORD,United States
GUA,Guatemala,EWR,United States
GUA,Guatemala,IAD,United States
GUA,Guatemala,IAH,United States
GUA,Guatemala,MIA,United States
GUM,Guam,CNS,Australia
GUM,Guam,CTS,Japan
GUM,Guam,FUK,Japan
GUM,Guam,HKG,Hong Kong
GUM,Guam,HNL,United States
GUM,Guam,KIX,Japan
GUM,Guam,MNL,Philippines
GUM,Guam,NGO,Japan
GUM,Guam,NRT,Japan
GUM,Guam,OKJ,Japan
GUM,Guam,ROP,Northern Mariana Islands
GUM,Guam,ROR,Palau
GUM,Guam,SDJ,Japan
GUM,Guam,SPN,Northern Mariana Islands
GUM,Guam,TKK,Micronesia
GUM,Guam,YAP,Micronesia
GVA,Switzerland,EWR,United States
GVA,Switzerland,IAD,United States
GVA,Switzerland,JFK,United States
GVA,Switzerland,YUL,Canada
GYD,Azerbaijan,ASB,Turkmenistan
GYD,Azerbaijan,FRA,Germany
HAJ,Germany,BRU,Belgium
HAM,Germany,EWR,United States
HKG,Hong Kong,EWR,United States
HKG,Hong Kong,GUM,Guam
HKG,Hong Kong,ORD,United States
HKG,Hong Kong,SFO,United States
HKG,Hong Kong,SGN,Vietnam
HKG,Hong Kong,SIN,Singapore
HND,Japan,HNL,United States
HND,Japan,LAX,United States
HNL,United States,AKL,New Zealand
HNL,United States,GUM,Guam
HNL,United States,HND,Japan
HNL,United States,MAJ,Marshall Islands
HNL,United States,NRT,Japan
HNL,United States,PEK,China
HUX,Mexico,IAH,United States
IAD,United States,AMS,Netherlands
IAD,United States,AUA,Aruba
IAD,United States,BOG,Colombia
IAD,United States,BRU,Belgium
IAD,United States,CDG,France
IAD,United States,CUN,Mexico
IAD,United States,DKR,Senegal
IAD,United States,DUB,Ireland
IAD,United States,DXB,United Arab Emirates
IAD,United States,FCO,Italy
IAD,United States,FRA,Germany
IAD,United States,GCM,Cayman Islands
IAD,United States,GRU,Brazil
IAD,United States,GUA,Guatemala
IAD,United States,GVA,Switzerland
IAD,United States,KWI,Kuwait
IAD,United States,LHR,United Kingdom
IAD,United States,MAN,United Kingdom
IAD,United States,MBJ,Jamaica
IAD,United States,MEX,Mexico
IAD,United States,MUC,Germany
IAD,United States,NRT,Japan
IAD,United States,PEK,China
IAD,United States,PTY,Panama
IAD,United States,PUJ,Dominican Republic
IAD,United States,SJO,Costa Rica
IAD,United States,SJU,Puerto Rico
IAD,United States,STT,Virgin Islands
IAD,United States,SXM,Netherlands Antilles
IAD,United States,VIE,Austria
IAD,United States,YOW,Canada
IAD,United States,YUL,Canada
IAD,United States,YYZ,Canada
IAD,United States,ZRH,Switzerland
IAH,United States,ACA,Mexico
IAH,United States,AGU,Mexico
IAH,United States,AMS,Netherlands
IAH,United States,BJX,Mexico
IAH,United States,BOG,Colombia
IAH,United States,BON,Netherlands Antilles
IAH,United States,BZE,Belize
IAH,United States,CCS,Venezuela
IAH,United States,CME,Mexico
IAH,United States,CUN,Mexico
IAH,United States,CUU,Mexico
IAH,United States,CZM,Mexico
IAH,United States,DGO,Mexico
IAH,United States,EZE,Argentina
IAH,United States,FRA,Germany
IAH,United States,GCM,Cayman Islands
IAH,United States,GDL,Mexico
IAH,United States,GIG,Brazil
IAH,United States,GRU,Brazil
IAH,United States,GUA,Guatemala
IAH,United States,HUX,Mexico
IAH,United States,LHR,United Kingdom
IAH,United States,LIM,Peru
IAH,United States,LIR,Costa Rica
IAH,United States,LOS,Nigeria
IAH,United States,MBJ,Jamaica
IAH,United States,MEX,Mexico
IAH,United States,MGA,Nicaragua
IAH,United States,MID,Mexico
IAH,United States,MLM,Mexico
IAH,United States,MTY,Mexico
IAH,United States,MUC,Germany
IAH,United States,NAS,Bahamas
IAH,United States,NRT,Japan
IAH,United States,OAX,Mexico
IAH,United States,PBC,Mexico
IAH,United States,PEK,China
IAH,United States,POS,Trinidad and Tobago
IAH,United States,PTY,Panama
IAH,United States,PVR,Mexico
IAH,United States,QRO,Mexico
IAH,United States,RTB,Honduras
IAH,United States,SAL,El Salvador
IAH,United States,SAP,Honduras
IAH,United States,SJD,Mexico
IAH,United States,SJO,Costa Rica
IAH,United States,SJU,Puerto Rico
IAH,United States,SLP,Mexico
IAH,United States,SLW,Mexico
IAH,United States,TAM,Mexico
IAH,United States,TGU,Honduras
IAH,United States,TRC,Mexico
IAH,United States,UIO,Ecuador
IAH,United States,VER,Mexico
IAH,United States,VSA,Mexico
IAH,United States,YEG,Canada
IAH,United States,YUL,Canada
IAH,United States,YVR,Canada
IAH,United States,YYC,Canada
IAH,United States,YYZ,Canada
IAH,United States,ZIH,Mexico
IAH,United States,ZLO,Mexico
ICN,South Korea,JFK,United States
ICN,South Korea,LAX,United States
ICN,South Korea,NRT,Japan
ICN,South Korea,REP,Cambodia
ICN,South Korea,SEA,United States
ICN,South Korea,SFO,United States
IGM,,PGA,United States
JAX,United States,MHH,Bahamas
JED,Saudi Arabia,ADD,Ethiopia
JED,Saudi Arabia,FRA,Germany
JFK,United States,BOG,Colombia
JFK,United States,BRU,Belgium
JFK,United States,CAI,Egypt
JFK,United States,DUB,Ireland
JFK,United States,FRA,Germany
JFK,United States,GVA,Switzerland
JFK,United States,ICN,South Korea
JFK,United States,JNB,South Africa
JFK,United States,MUC,Germany
JFK,United States,NRT,Japan
JFK,United States,PEK,China
JFK,United States,PTY,Panama
JFK,United States,SAL,El Salvador
JFK,United States,VIE,Austria
JFK,United States,ZRH,Switzerland
JNB,South Africa,DKR,Senegal
JNB,South Africa,JFK,United States
KGL,Rwanda,EBB,Uganda
KGL,Rwanda,NBO,Kenya
KIX,Japan,GUM,Guam
KIX,Japan,SFO,United States
KSA,Micronesia,KWA,Marshall Islands
KWA,Marshall Islands,KSA,Micronesia
KWA,Marshall Islands,PNI,Micronesia
KWI,Kuwait,BAH,Bahrain
KWI,Kuwait,IAD,United States
LAD,Angola,FIH,Congo (Kinshasa)
LAS,United States,PTY,Panama
LAX,United States,AKL,New Zealand
LAX,United States,BJX,Mexico
LAX,United States,CUN,Mexico
LAX,United States,DGO,Mexico
LAX,United States,FRA,Germany
LAX,United States,GDL,Mexico
LAX,United States,HND,Japan
LAX,United States,ICN,South Korea
LAX,United States,IGM,
LAX,United States,LHR,United Kingdom
LAX,United States,MEX,Mexico
LAX,United States,MUC,Germany
LAX,United States,NRT,Japan
LAX,United States,PEK,China
LAX,United States,PTY,Panama
LAX,United States,PVG,China
LAX,United States,PVR,Mexico
LAX,United States,SAL,El Salvador
LAX,United States,SJD,Mexico
LAX,United States,SYD,Australia
LAX,United States,YLW,Canada
LAX,United States,YUL,Canada
LAX,United States,YVR,Canada
LAX,United States,YYZ,Canada
LAX,United States,ZRH,Switzerland
LED,Russia,VIE,Austria
LFW,Togo,BRU,Belgium
LGA,United States,YOW,Canada
LGA,United States,YUL,Canada
LGA,United States,YYZ,Canada
LHR,United Kingdom,EWR,United States
LHR,United Kingdom,IAD,United States
LHR,United Kingdom,IAH,United States
LHR,United Kingdom,LAX,United States
LHR,United Kingdom,ORD,United States
LHR,United Kingdom,SFO,United States
LIM,Peru,EWR,United States
LIM,Peru,IAH,United States
LIM,Peru,MIA,United States
LIR,Costa Rica,EWR,United States
LIR,Costa Rica,IAH,United States
LIS,Portugal,EWR,United States
LIS,Portugal,MIA,United States
LIS,Portugal,TMS,Sao Tome and Principe
LOS,Nigeria,FRA,Germany
LOS,Nigeria,IAH,United States
MAD,Spain,EWR,United States
MAJ,Marshall Islands,HNL,United States
MAN,United Kingdom,EWR,United States
MBJ,Jamaica,EWR,United States
MBJ,Jamaica,IAD,United States
MBJ,Jamaica,IAH,United States
MCO,United States,FRA,Germany
MCO,United States,MHH,Bahamas
MCO,United States,PTY,Panama
MCT,Oman,AUH,United Arab Emirates
MDE,Colombia,MIA,United States
MEX,Mexico,DEN,United States
MEX,Mexico,EWR,United States
MEX,Mexico,IAD,United States
MEX,Mexico,IAH,United States
MEX,Mexico,LAX,United States
MEX,Mexico,ORD,United States
MEX,Mexico,SFO,United States
MGA,Nicaragua,IAH,United States
MHH,Bahamas,FLL,United States
MHH,Bahamas,JAX,United States
MHH,Bahamas,MCO,United States
MHH,Bahamas,PBI,United States
MIA,United States,BAQ,Colombia
MIA,United States,BOG,Colombia
MIA,United States,CLO,Colombia
MIA,United States,CTG,Colombia
MIA,United States,FRA,Germany
MIA,United States,GUA,Guatemala
MIA,United States,LIM,Peru
MIA,United States,LIS,Portugal
MIA,United States,MDE,Colombia
MIA,United States,PTY,Panama
MIA,United States,SAL,El Salvador
MIA,United States,SAP,Honduras
MIA,United States,ZRH,Switzerland
MID,Mexico,IAH,United States
MLM,Mexico,IAH,United States
MNL,Philippines,GUM,Guam
MNL,Philippines,ROR,Palau
MSP,United States,YYZ,Canada
MSY,United States,YYZ,Canada
MTY,Mexico,IAH,United States
MTY,Mexico,ORD,United States
MUC,Germany,BOS,United States
MUC,Germany,EWR,United States
MUC,Germany,IAD,United States
MUC,Germany,IAH,United States
MUC,Germany,JFK,United States
MUC,Germany,LAX,United States
MUC,Germany,ORD,United States
MUC,Germany,SFO,United States
MXP,Italy,EWR,United States
NAS,Bahamas,EWR,United States
NAS,Bahamas,IAH,United States
NAS,Bahamas,ORD,United States
NBO,Kenya,BRU,Belgium
NBO,Kenya,DAR,Tanzania
NBO,Kenya,ZRH,Switzerland
NGO,Japan,GUM,Guam
NRT,Japan,BKK,Thailand
NRT,Japan,DEN,United States
NRT,Japan,EWR,United States
NRT,Japan,GUM,Guam
NRT,Japan,HNL,United States
NRT,Japan,IAD,United States
NRT,Japan,IAH,United States
NRT,Japan,ICN,South Korea
NRT,Japan,JFK,United States
NRT,Japan,LAX,United States
NRT,Japan,ORD,United States
NRT,Japan,SEA,United States
NRT,Japan,SFO,United States
NRT,Japan,SIN,Singapore
NRT,Japan,SJC,United States
NSI,Cameroon,BRU,Belgium
OAX,Mexico,IAH,United States
OKJ,Japan,GUM,Guam
ORD,United States,AMS,Netherlands
ORD,United States,BRU,Belgium
ORD,United States,CDG,France
ORD,United States,CUN,Mexico
ORD,United States,DUB,Ireland
ORD,United States,DUS,Germany
ORD,United States,FRA,Germany
ORD,United States,GRU,Brazil
ORD,United States,HKG,Hong Kong
ORD,United States,LHR,United Kingdom
ORD,United States,MEX,Mexico
ORD,United States,MTY,Mexico
ORD,United States,MUC,Germany
ORD,United States,NAS,Bahamas
ORD,United States,NRT,Japan
ORD,United States,PEK,China
ORD,United States,PTY,Panama
ORD,United States,PUJ,Dominican Republic
ORD,United States,PVG,China
ORD,United States,PVR,Mexico
ORD,United States,SJD,Mexico
ORD,United States,SJO,Costa Rica
ORD,United States,SJU,Puerto Rico
ORD,United States,STT,Virgin Islands
ORD,United States,SXM,Netherlands Antilles
ORD,United States,VIE,Austria
ORD,United States,YEG,Canada
ORD,United States,YHZ,Canada
ORD,United States,YOW,Canada
ORD,United States,YQB,Canada
ORD,United States,YQR,Canada
ORD,United States,YUL,Canada
ORD,United States,YVR,Canada
ORD,United States,YWG,Canada
ORD,United States,YXE,Canada
ORD,United States,YXU,Canada
ORD,United States,YYC,Canada
ORD,United States,YYZ,Canada
ORD,United States,ZRH,Switzerland
OSL,Norway,EWR,United States
OUA,Burkina Faso,ABJ,Cote d'Ivoire
OUA,Burkina Faso,BRU,Belgium
PBC,Mexico,IAH,United States
PBI,United States,ELH,Bahamas
PBI,United States,MHH,Bahamas
PDX,United States,YVR,Canada
PDX,United States,YYC,Canada
PEK,China,EWR,United States
PEK,China,HNL,United States
PEK,China,IAD,United States
PEK,China,IAH,United States
PEK,China,JFK,United States
PEK,China,LAX,United States
PEK,China,ORD,United States
PEK,China,SFO,United States
PHL,United States,YYZ,Canada
PIT,United States,YYZ,Canada
PLS,Turks and Caicos Islands,EWR,United States
PNI,Micronesia,KWA,Marshall Islands
POP,Dominican Republic,EWR,United States
POS,Trinidad and Tobago,EWR,United States
POS,Trinidad and Tobago,IAH,United States
PRG,Czech Republic,BRU,Belgium
PTY,Panama,BOS,United States
PTY,Panama,EWR,United States
PTY,Panama,IAD,United States
PTY,Panama,IAH,United States
PTY,Panama,JFK,United States
PTY,Panama,LAS,United States
PTY,Panama,LAX,United States
PTY,Panama,MCO,United States
PTY,Panama,MIA,United States
PTY,Panama,ORD,United States
PUJ,Dominican Republic,EWR,United States
PUJ,Dominican Republic,IAD,United States
PUJ,Dominican Republic,ORD,United States
PVG,China,EWR,United States
PVG,China,LAX,United States
PVG,China,ORD,United States
PVG,China,SFO,United States
PVR,Mexico,DEN,United States
PVR,Mexico,EWR,United States
PVR,Mexico,IAH,United States
PVR,Mexico,LAX,United States
PVR,Mexico,ORD,United States
PVR,Mexico,SFO,United States
QRO,Mexico,IAH,United States
REP,Cambodia,ICN,South Korea
ROB,Liberia,BRU,Belgium
ROP,Northern Mariana Islands,GUM,Guam
ROR,Palau,GUM,Guam
ROR,Palau,MNL,Philippines
ROR,Palau,YAP,Micronesia
RTB,Honduras,IAH,United States
SAL,El Salvador,DFW,United States
SAL,El Salvador,EWR,United States
SAL,El Salvador,IAH,United States
SAL,El Salvador,JFK,United States
SAL,El Salvador,LAX,United States
SAL,El Salvador,MIA,United States
SAL,El Salvador,SFO,United States
SAP,Honduras,EWR,United States
SAP,Honduras,IAH,United States
SAP,Honduras,MIA,United States
SDJ,Japan,GUM,Guam
SDQ,Dominican Republic,EWR,United States
SEA,United States,FRA,Germany
SEA,United States,ICN,South Korea
SEA,United States,NRT,Japan
SEA,United States,YVR,Canada
SFO,United States,AKL,New Zealand
SFO,United States,CDG,France
SFO,United States,CUN,Mexico
SFO,United States,FRA,Germany
SFO,United States,GDL,Mexico
SFO,United States,HKG,Hong Kong
SFO,United States,ICN,South Korea
SFO,United States,KIX,Japan
SFO,United States,LHR,United Kingdom
SFO,United States,MEX,Mexico
SFO,United States,MUC,Germany
SFO,United States,NRT,Japan
SFO,United States,PEK,China
SFO,United States,PVG,China
SFO,United States,PVR,Mexico
SFO,United States,SAL,El Salvador
SFO,United States,SJD,Mexico
SFO,United States,SYD,Australia
SFO,United States,TPE,Taiwan
SFO,United States,YEG,Canada
SFO,United States,YUL,Canada
SFO,United States,YVR,Canada
SFO,United States,YYC,Canada
SFO,United States,YYJ,Canada
SFO,United States,YYZ,Canada
SFO,United States,ZRH,Switzerland
SGN,Vietnam,HKG,Hong Kong
SIN,Singapore,HKG,Hong Kong
SIN,Singapore,NRT,Japan
SJC,United States,NRT,Japan
SJD,Mexico,DEN,United States
SJD,Mexico,EWR,United States
SJD,Mexico,IAH,United States
SJD,Mexico,LAX,United States
SJD,Mexico,ORD,United States
SJD,Mexico,SFO,United States
SJO,Costa Rica,EWR,United States
SJO,Costa Rica,IAD,United States
SJO,Costa Rica,IAH,United States
SJO,Costa Rica,ORD,United States
SJU,Puerto Rico,EIS,British Virgin Islands
SJU,Puerto Rico,EWR,United States
SJU,Puerto Rico,IAD,United States
SJU,Puerto Rico,IAH,United States
SJU,Puerto Rico,ORD,United States
SLP,Mexico,IAH,United States
SLW,Mexico,IAH,United States
SNN,Ireland,EWR,United States
SPN,Northern Mariana Islands,GUM,Guam
STL,United States,YYZ,Canada
STR,Germany,EWR,United States
STT,Virgin Islands,EWR,United States
STT,Virgin Islands,IAD,United States
STT,Virgin Islands,ORD,United States
STT,Virgin Islands,SJU,Puerto Rico
SXM,Netherlands Antilles,EWR,United States
SXM,Netherlands Antilles,IAD,United States
SXM,Netherlands Antilles,ORD,United States
SYD,Australia,LAX,United States
SYD,Australia,SFO,United States
TAM,Mexico,IAH,United States
TCB,Bahamas,FLL,United States
TGU,Honduras,IAH,United States
TKK,Micronesia,GUM,Guam
TLV,Israel,EWR,United States
TPE,Taiwan,SFO,United States
TRC,Mexico,IAH,United States
TRN,Italy,BRU,Belgium
TSE,Kazakhstan,FRA,Germany
TXL,Germany,EWR,United States
UIO,Ecuador,IAH,United States
UVF,Saint Lucia,EWR,United States
VER,Mexico,IAH,United States
VIE,Austria,DME,Russia
VIE,Austria,EVN,Armenia
VIE,Austria,IAD,United States
VIE,Austria,JFK,United States
VIE,Austria,LED,Russia
VIE,Austria,ORD,United States
VSA,Mexico,IAH,United States
YAP,Micronesia,GUM,Guam
YAP,Micronesia,ROR,Palau
YEG,Canada,DEN,United States
YEG,Canada,EWR,United States
YEG,Canada,IAH,United States
YEG,Canada,ORD,United States
YEG,Canada,SFO,United States
YHZ,Canada,BOS,United States
YHZ,Canada,EWR,United States
YHZ,Canada,ORD,United States
YLW,Canada,LAX,United States
YMM,Canada,DEN,United States
YOW,Canada,BOS,United States
YOW,Canada,EWR,United States
YOW,Canada,IAD,United States
YOW,Canada,LGA,United States
YOW,Canada,ORD,United States
YQB,Canada,EWR,United States
YQB,Canada,ORD,United States
YQM,Canada,EWR,United States
YQR,Canada,DEN,United States
YQR,Canada,ORD,United States
YUL,Canada,BDL,United States
YUL,Canada,BOS,United States
YUL,Canada,DEN,United States
YUL,Canada,EWR,United States
YUL,Canada,GVA,Switzerland
YUL,Canada,IAD,United States
YUL,Canada,IAH,United States
YUL,Canada,LAX,United States
YUL,Canada,LGA,United States
YUL,Canada,ORD,United States
YUL,Canada,SFO,United States
YVR,Canada,DEN,United States
YVR,Canada,EWR,United States
YVR,Canada,IAH,United States
YVR,Canada,LAX,United States
YVR,Canada,ORD,United States
YVR,Canada,PDX,United States
YVR,Canada,SEA,United States
YVR,Canada,SFO,United States
YWG,Canada,DEN,United States
YWG,Canada,ORD,United States
YXE,Canada,DEN,United States
YXE,Canada,ORD,United States
YXU,Canada,ORD,United States
YYC,Canada,DEN,United States
YYC,Canada,IAH,United States
YYC,Canada,ORD,United States
YYC,Canada,PDX,United States
YYC,Canada,SFO,United States
YYJ,Canada,SFO,United States
YYT,Canada,EWR,United States
YYZ,Canada,ATL,United States
YYZ,Canada,BDL,United States
YYZ,Canada,BOS,United States
YYZ,Canada,CLE,United States
YYZ,Canada,CMH,United States
YYZ,Canada,DEN,United States
YYZ,Canada,DFW,United States
YYZ,Canada,DTW,United States
YYZ,Canada,EWR,United States
YYZ,Canada,IAD,United States
YYZ,Canada,IAH,United States
YYZ,Canada,LAX,United States
YYZ,Canada,LGA,United States
YYZ,Canada,MSP,United States
YYZ,Canada,MSY,United States
YYZ,Canada,ORD,United States
YYZ,Canada,PHL,United States
YYZ,Canada,PIT,United States
YYZ,Canada,SFO,United States
YYZ,Canada,STL,United States
ZIH,Mexico,IAH,United States
ZLO,Mexico,IAH,United States
ZRH,Switzerland,BOS,United States
ZRH,Switzerland,EWR,United States
ZRH,Switzerland,IAD,United States
ZRH,Switzerland,JFK,United States
ZRH,Switzerland,LAX,United States
ZRH,Switzerland,MIA,United States
ZRH,Switzerland,NBO,Kenya
ZRH,Switzerland,ORD,United States
ZRH,Switzerland,SFO,United States
ADE,Yemen,ASM,Eritrea
ADE,Yemen,DXB,United Arab Emirates
ASM,Eritrea,ADE,Yemen
ASM,Eritrea,JED,Saudi Arabia
ASM,Eritrea,JUB,South Sudan
ASM,Eritrea,KRT,Sudan
ASM,Eritrea,NBO,Kenya
DXB,United Arab Emirates,ADE,Yemen
EBB,Uganda,ASM,Eritrea
JED,Saudi Arabia,ASM,Eritrea
JUB,South Sudan,EBB,Uganda
JUB,South Sudan,KRT,Sudan
KRT,Sudan,ASM,Eritrea
KRT,Sudan,JUB,South Sudan
NBO,Kenya,ASM,Eritrea
BEN,Libya,SFA,Tunisia
MIR,Tunisia,TIP,Libya
MLA,Malta,TUN,Tunisia
NAP,Italy,TUN,Tunisia
SFA,Tunisia,BEN,Libya
SFA,Tunisia,TIP,Libya
TIP,Libya,MIR,Tunisia
TIP,Libya,SFA,Tunisia
TUN,Tunisia,MLA,Malta
TUN,Tunisia,NAP,Italy
AHB,Saudi Arabia,CAI,Egypt
CAI,Egypt,AHB,Saudi Arabia
CAI,Egypt,ELQ,Saudi Arabia
CAI,Egypt,TIF,Saudi Arabia
CAI,Egypt,TUU,Saudi Arabia
CAI,Egypt,YNB,Saudi Arabia
DOK,Ukraine,IST,Turkey
ELQ,Saudi Arabia,CAI,Egypt
GYD,Azerbaijan,KBP,Ukraine
HBE,Egypt,JED,Saudi Arabia
IST,Turkey,DOK,Ukraine
IST,Turkey,KBP,Ukraine
IST,Turkey,ODS,Ukraine
JED,Saudi Arabia,HBE,Egypt
KBP,Ukraine,AYT,Turkey
KBP,Ukraine,GYD,Azerbaijan
KBP,Ukraine,IST,Turkey
KBP,Ukraine,LED,Russia
